biomodels_luid	name	format	format_version	publication_title	publication_year
MODEL2108130001	MODEL2108130001			Structural basis for the specificity of PPM1H phosphatase for Rab GTPases	2021.0
MODEL2108190001	MODEL2108190001				
MODEL2109020001	MODEL2109020001				
MODEL2109070003	MODEL2109070003				
MODEL2109080001	Khandibharad2022 -  IL12 regulating IL10 expression in Leishmaniasis	SBML	L2V4	Computational System Level Approaches for Discerning Reciprocal Regulation of IL10 and IL12 in Leishmaniasis	2022.0
MODEL2109110001	Caruso2020 - Activation of the alternative complement pathway and effects on hemolysis	SBML	L2V4	Modeling the activation of the alternative complement pathway and its effects on hemolysis in health and disease.	2020.0
MODEL2109110002	Coletti2020 - QSP model of prostate cancer immunotherapy	SBML	L2V4	A QSP model of prostate cancer immunotherapy to identify effective combination therapies.	2020.0
MODEL2109110003	Rommelfanger2011 - Gompertz model of melanoma tumor therapy with vesicular stomatitis virus	SBML	L2V4	Dynamics of melanoma tumor therapy with vesicular stomatitis virus: explaining the variability in outcomes using mathematical modeling.	2012.0
MODEL2109110004	Rommelfanger2011 - Generalized logistic model of melanoma tumor therapy with vesicular stomatitis virus	SBML	L2V4	Dynamics of melanoma tumor therapy with vesicular stomatitis virus: explaining the variability in outcomes using mathematical modeling.	2012.0
MODEL2109110005	Chaudhury2020 - First order expansion model of CAR-T cell and tumour kinetics	SBML	L2V4	Chimeric Antigen Receptor T Cell Therapies: A Review of Cellular Kinetic-Pharmacodynamic Modeling Approaches.	2020.0
MODEL2109110006	Mullinax2016 - Mathematical model of tumor-immune cell interactions to optimize the meta-phenotype of TIL subpopulations	SBML	L2V4		
MODEL2109130002	Lu2021-Genome scale metabolic models for yeast species of clade Alloascoideaceae	SBML	L3V1	Yeast metabolic innovations emerged via expanded metabolic network and gene positive selection	2021.0
MODEL2109130003	COVID-19 immunotherapy A mathematical model	SBML	L2V4		
MODEL2109130004	Lu2021-Genome scale metabolic model for yeast species of clade CUG-Ala	SBML	L3V1	Yeast metabolic innovations emerged via expanded metabolic network and gene positive selection	2021.0
MODEL2109130005	Lu2021-Genome scale metabolic models for yeast species of clade CUG-Ser2	SBML	L3V1	Yeast metabolic innovations emerged via expanded metabolic network and gene positive selection	2021.0
MODEL2109130006	Lu2021-Genome scale metabolic models for yeast species of clade Lipomycetaceae	SBML	L3V1	Yeast metabolic innovations emerged via expanded metabolic network and gene positive selection	2021.0
MODEL2109130007	Lu2021-Genome scale metabolic models for yeast species of clade Dipodascaceae_Trichomonascaceae	SBML	L3V1	Yeast metabolic innovations emerged via expanded metabolic network and gene positive selection	2021.0
MODEL2109130008	Lu2021-Genome scale metabolic models for yeast species of clade Phaffomycetaceae	SBML	L3V1	Yeast metabolic innovations emerged via expanded metabolic network and gene positive selection	2021.0
MODEL2109130009	Lu2021-Genome scale metabolic models for yeast species of clade Pichiaceae	SBML	L3V1	Yeast metabolic innovations emerged via expanded metabolic network and gene positive selection	2021.0
MODEL2109130010	Lu2021-Genome scale metabolic models for yeast species of clade Saccharomycetaceae	SBML	L3V1	Yeast metabolic innovations emerged via expanded metabolic network and gene positive selection	2021.0
MODEL2109130011	Lu2021-Genome scale metabolic models for yeast species in clade Trigonopsidaceae	SBML	L3V1	Yeast metabolic innovations emerged via expanded metabolic network and gene positive selection	2021.0
MODEL2109130012	MODEL2109130012				
MODEL2109130013	Lu2021-Genome scale metabolic models for yeast species of clade Saccharomycodaceae	SBML	L3V1	Yeast metabolic innovations emerged via expanded metabolic network and gene positive selection	2021.0
MODEL2109130014	Lu2021-Genome scale metabolic models for yeast species of clade CUG-Ser1	SBML	L3V1	Yeast metabolic innovations emerged via expanded metabolic network and gene positive selection	2021.0
MODEL2109140001	Hesse2021 - Interplay between core-clock and cancer drug irinotecan pharmacokinetics and -dynamics	Python	3.6	A mathematical model of the circadian clock and drug pharmacology to optimize irinotecan administration timing in colorectal cancer	2021.0
MODEL2109240001	Lu2021-Genome scale metabolic models for 11 outgroup fungi species	SBML	L3V1	Yeast metabolic innovations emerged via expanded metabolic network and gene positive selection	2021.0
MODEL2109240002	Lu2021-Genome scale metabolic models for yeast species of clade Sporopachydermia	SBML	L3V1	Yeast metabolic innovations emerged via expanded metabolic network and gene positive selection	2021.0
MODEL2109300001	Tsirvouli2021 - Cytokine and eicosanoid signaling in psoriatic keratinocytes	Other	*	Logical and experimental modeling of cytokine and eicosanoid signaling in psoriatic keratinocytes.	2021.0
MODEL2110010001	Zhang2017 - Model iCW773 of Corynebacterium glutamicum ATCC 13032 (Bielefeld)	COMBINE archive	0.1	High-quality genome-scale reconstruction of Corynebacterium glutamicum ATCC 13032	2021.0
MODEL2110030001	Khodaee2020 - Reconstruction of Mouse Genome-Scale Metabolic Model iMM1865	SBML	L3V1	iMM1865: A New Reconstruction of Mouse Genome-Scale Metabolic Model.	2020.0
MODEL2110050001	Vu2019 - Planarian double-head regeneration	MorpheusML	*	Dynamic Polarization of the Multiciliated Planarian Epidermis between Body Plan Landmarks.	2019.0
MODEL2110210002	MODEL2110210002			Metabolic modeling predicts specific gut bacteria as key determinants for Candida albicans colonization levels.	2021.0
MODEL2110250001	Lopacinski2021 - Coxsackievirus B3 (CVB3) complete kinetics ODE model	MATLAB (Octave)	*	Modeling the complete kinetics of coxsackievirus B3 reveals human determinants of host-cell feedback.	2021.0
MODEL2110260001	Shankaran2018 - Systems Pharmacology Model of Gastrointestinal Damage	Other	*	Systems Pharmacology Model of Gastrointestinal Damage Predicts Species Differences and Optimizes Clinical Dosing Schedules.	2018.0
MODEL2110270001	Pereira2020 - NRF2–p53 integrated-systems model of oxidative stress	MATLAB (Octave)	*	Sporadic activation of an oxidative stress-dependent NRF2-p53 signaling network in breast epithelial spheroids and premalignancies.	2020.0
MODEL2110280001	MODEL2110280001				
MODEL2111050001	Maldonado2017 - Integration of Genome Scale Metabolic Networks and Gene Regulation of Metabolic Enzymes With Physiologically Based Pharmacokinetics	Other	*	Integration of Genome Scale Metabolic Networks and Gene Regulation of Metabolic Enzymes With Physiologically Based Pharmacokinetics.	2017.0
MODEL2111120001	Sl2183 - Tomato metabolic model	SBML	L3V1	A multi-organ metabolic model of tomato predicts plant responses to nutritional and genetic perturbations.	2021.0
MODEL2111150001	MODEL2111150001				
MODEL2111150002	MODEL2111150002				
MODEL2111150003	MODEL2111150003				
MODEL2111170001	Leander2021 - innate immune response to SARS-CoV-2 in the alveolar epithelium	SBML	L2V4	A model of the innate immune response to SARS-CoV-2 in the alveolar epithelium.	2021.0
MODEL2111200001	MODEL2111200001				
MODEL2111260001	MODEL2111260001				
MODEL2111260002	Li2019 - In Silico mechanistic model for proarrhythmia risk prediction under the CiPA initiative	R	*	Assessment of an In Silico Mechanistic Model for Proarrhythmia Risk Prediction Under the CiPA Initiative.	2019.0
MODEL2112030001	MODEL2112030001				
MODEL2112070001	MODEL2112070001				
MODEL2112140001	MODEL2112140001				
MODEL2112280001	Berzins2022 - Crypthecodinium cohnii: glucose and glycerol uptake for production of DHA precursor acetyl-CoA	SBML	L2V4	Kinetic and Stoichiometric Modeling-Based Analysis of Docosahexaenoic Acid (DHA) Production Potential by <i>Crypthecodinium cohnii</i> from Glycerol, Glucose and Ethanol.	2022.0
MODEL2112290001	Berzins2022 - Crypthecodinium cohnii: ethanol uptake for production of DHA precursor acetyl-CoA	SBML	L2V4	Kinetic and Stoichiometric Modeling-Based Analysis of Docosahexaenoic Acid (DHA) Production Potential by <i>Crypthecodinium cohnii</i> from Glycerol, Glucose and Ethanol.	2022.0
MODEL2112300001	Berzins2022 - Crypthecodinium cohnii medium scale model	SBML	L3V1	Kinetic and Stoichiometric Modeling-Based Analysis of Docosahexaenoic Acid (DHA) Production Potential by <i>Crypthecodinium cohnii</i> from Glycerol, Glucose and Ethanol.	2022.0
MODEL2112310001	MODEL2112310001				
MODEL2112310002	Luna2013_CircadianClock_SIRT1	SBML	L2V4	Predicted Role of NAD Utilization in the Control of Circadian Rhythms during DNA Damage Response.	2015.0
MODEL2201210001	Sivery2016 - A mammalian heat shock response model	SBML	L2V4	A minimal titration model of the mammalian dynamical heat shock response.	2016.0
MODEL2201250001	Potassium balance in dairy cows, model update 2021	SBML	L2V4	Model-based exploration of hypokalemia in dairy cows.	2022.0
MODEL2201260001	MODEL2201260001				
MODEL2201310001	Benito-Vaquerizo2022- Anaerotignum neopropionicum DSM 3847 model	COMBINE archive	*	Genome-scale metabolic modelling enables deciphering ethanol metabolism via the acrylate pathway in the propionate-producer Anaerotignum neopropionicum.	2022.0
MODEL2201310002	MODEL2201310002				
MODEL2202020001	Slaviero2021 - E. coli anaerobic central carbon and energy metabolism_Version1	SBML	L2V4	Deciphering the physiological response of Escherichia coli under high ATP demand.	2021.0
MODEL2202080001	Wehling2022 - Alternative model for YAP/TAZ phosphorylation and transition between nuclear and cytoplasmic localization	SBML	L3V2	Spatial modeling reveals nuclear phosphorylation and subcellular shuttling of YAP upon drug-induced liver injury	2022.0
MODEL2202160001	CVS model	SBML	L3V2	Thoroughly Calibrated Modular Agent-Based Model of the Human Cardiovascular and Renal Systems for Blood Pressure Regulation in Health and Disease.	2021.0
MODEL2202160002	Nassar2022 - body-site NER model	Other	*	A machine learning framework for discovery and enrichment of metagenomics metadata from open access publications.	2022.0
MODEL2202170001	Nassar2022 - Microbiome sample-material NER model	Other	*	A machine learning framework for discovery and enrichment of metagenomics metadata from open access publications.	2022.0
MODEL2202170002	Nassar2022 - Microbiome collection date NER model	Other	*	A machine learning framework for discovery and enrichment of metagenomics metadata from open access publications.	2022.0
MODEL2202170003	Nassar2022 - Microbiome ecoregion NER model	Other	*	A machine learning framework for discovery and enrichment of metagenomics metadata from open access publications.	2022.0
MODEL2202170004	Nassar2022 - Microbiome engineered environment NER model	Other	*	A machine learning framework for discovery and enrichment of metagenomics metadata from open access publications.	2022.0
MODEL2202170005	Nassar2022 - Microbiome target gene NER model	Other	*	A machine learning framework for discovery and enrichment of metagenomics metadata from open access publications.	2022.0
MODEL2202170006	Nassar2022 - Microbiome host NER model	Other	*	A machine learning framework for discovery and enrichment of metagenomics metadata from open access publications.	2022.0
MODEL2202170007	Nassar2022 - Microbome nucleic acid extraction kit NER model	Other	*	A machine learning framework for discovery and enrichment of metagenomics metadata from open access publications.	2022.0
MODEL2202170008	Nassar2022 - Microbiome LCM NER model	Other	*	A machine learning framework for discovery and enrichment of metagenomics metadata from open access publications.	2022.0
MODEL2202170009	Nassar2022 - Microbiome LS NER model	Other	*	A machine learning framework for discovery and enrichment of metagenomics metadata from open access publications.	2022.0
MODEL2202170010	Nassar2022 - Microbiome place NER model	Other	*	A machine learning framework for discovery and enrichment of metagenomics metadata from open access publications.	2022.0
MODEL2202170011	Nassar2022 - Microbiome PCR primer NER model	Other	*	A machine learning framework for discovery and enrichment of metagenomics metadata from open access publications.	2022.0
MODEL2202170012	Nassar2022 - Microbiome sequencing NER model	Other	*	A machine learning framework for discovery and enrichment of metagenomics metadata from open access publications.	2022.0
MODEL2202170013	Nassar2022 - Microbiome site NER model	Other	*	A machine learning framework for discovery and enrichment of metagenomics metadata from open access publications.	2022.0
MODEL2202170014	Nassar2022 - Microbiome state NER model	Other	*	A machine learning framework for discovery and enrichment of metagenomics metadata from open access publications.	2022.0
MODEL2202170015	Nassar2022 - Microbiome treatment NER model	Other	*	A machine learning framework for discovery and enrichment of metagenomics metadata from open access publications.	2022.0
MODEL2202230002	COVID-19 immunotherapy A mathematical model	SBML	L2V4	COVID-19 immunotherapy A mathematical model I	2022.0
MODEL2202240001	New workflow predicts drug targets against SARS-CoV-2 via metabolic changes in infected cells	COMBINE archive	0.1	New Workflow Predicts Drug Targets Against SARS-CoV-2 via Metabolic Changes in Infected Cells	2022.0
MODEL2203040001	Nassar2022 - Biosynthetic Gene Cluster (BGC) accession NER model	Other	*		
MODEL2203040002	Nassar2022 - Biosynthetic Gene Cluster (BGC) action NER model	Other	*		
MODEL2203040003	Nassar2022 - Biosynthetic Gene Cluster (BGC) class NER model	Other	*		
MODEL2203040004	Nassar2022 - Biosynthetic Gene Cluster (BGC) compound NER model	Other	*		
MODEL2203040005	Nassar2022 - Biosynthetic Gene Cluster (BGC) genes NER model	Other	*		
MODEL2203040006	Nassar2022 - Biosynthetic Gene Cluster (BGC) products NER model	Other	*		
MODEL2203040007	Nassar2022 - Biosynthetic Gene Cluster (BGC) organism NER model	Other	*		
MODEL2203210001	MODEL2203210001				
MODEL2203250001	Ustilago maydis Metabolic Characterization and Growth Quantification with a Genome-Scale Metabolic Model	SBML	L3V1	A Genome-Scale Metabolic Model for the Smut-Fungus Ustilago maydis	2022.0
MODEL2203300001	MODEL2203300001				
MODEL2203300002	MODEL2203300002				
MODEL2203310001	MODEL2203310001				
MODEL2204040001	Nogales2020 - Genome-scale metabolic network of Pseudomonas putida (iJN1462)	SBML	L3V1	High-quality genome-scale metabolic modelling of Pseudomonas putida highlights its broad metabolic capabilities.	2020.0
